sequence_name	target_start	target_end	amplicon_name	fprimer_start	fprimer_end	fprimer_name	rprimer_start	rprimer_end	rprimer_name	forward_sequence	reverse_sequence
NC_045512.2	10479	10719	QIAseq_78_LEFT|QIAseq_78_RIGHT	10479	10501	QIAseq_78_LEFT	10696	10719	QIAseq_78_RIGHT		
NC_045512.2	10599	10838	QIAseq_79_LEFT|QIAseq_79_RIGHT	10599	10621	QIAseq_79_LEFT	10816	10838	QIAseq_79_RIGHT		
NC_045512.2	10737	10971	QIAseq_80_LEFT|QIAseq_80_RIGHT	10737	10763	QIAseq_80_LEFT	10947	10971	QIAseq_80_RIGHT		
NC_045512.2	10869	11114	QIAseq_81_LEFT|QIAseq_81_RIGHT	10869	10894	QIAseq_81_LEFT	11088	11114	QIAseq_81_RIGHT		
NC_045512.2	10990	11248	QIAseq_82_LEFT|QIAseq_82_RIGHT	10990	11012	QIAseq_82_LEFT	11226	11248	QIAseq_82_RIGHT		
NC_045512.2	11131	11379	QIAseq_83_LEFT|QIAseq_83-3_RIGHT	11131	11156	QIAseq_83_LEFT	11355	11379	QIAseq_83-3_RIGHT		
NC_045512.2	11131	11392	QIAseq_83_LEFT|QIAseq_83_RIGHT	11131	11156	QIAseq_83_LEFT	11370	11392	QIAseq_83_RIGHT		
NC_045512.2	11131	11436	QIAseq_83_LEFT|QIAseq_83-2_RIGHT	11131	11156	QIAseq_83_LEFT	11404	11436	QIAseq_83-2_RIGHT		
NC_045512.2	11155	11379	QIAseq_83-2_LEFT|QIAseq_83-3_RIGHT	11155	11180	QIAseq_83-2_LEFT	11355	11379	QIAseq_83-3_RIGHT		
NC_045512.2	11155	11392	QIAseq_83-2_LEFT|QIAseq_83_RIGHT	11155	11180	QIAseq_83-2_LEFT	11370	11392	QIAseq_83_RIGHT		
NC_045512.2	11155	11436	QIAseq_83-2_LEFT|QIAseq_83-2_RIGHT	11155	11180	QIAseq_83-2_LEFT	11404	11436	QIAseq_83-2_RIGHT		
NC_045512.2	11164	11379	QIAseq_83-3_LEFT|QIAseq_83-3_RIGHT	11164	11190	QIAseq_83-3_LEFT	11355	11379	QIAseq_83-3_RIGHT		
NC_045512.2	11164	11392	QIAseq_83-3_LEFT|QIAseq_83_RIGHT	11164	11190	QIAseq_83-3_LEFT	11370	11392	QIAseq_83_RIGHT		
NC_045512.2	11164	11436	QIAseq_83-3_LEFT|QIAseq_83-2_RIGHT	11164	11190	QIAseq_83-3_LEFT	11404	11436	QIAseq_83-2_RIGHT		
NC_045512.2	11297	11535	QIAseq_84_LEFT|QIAseq_84_RIGHT	11297	11323	QIAseq_84_LEFT	11513	11535	QIAseq_84_RIGHT		
NC_045512.2	11440	11670	QIAseq_85_LEFT|QIAseq_85_RIGHT	11440	11465	QIAseq_85_LEFT	11647	11670	QIAseq_85_RIGHT		
NC_045512.2	11546	11812	QIAseq_86_LEFT|QIAseq_86_RIGHT	11546	11571	QIAseq_86_LEFT	11790	11812	QIAseq_86_RIGHT		
NC_045512.2	11713	11943	QIAseq_87_LEFT|QIAseq_87_RIGHT	11713	11743	QIAseq_87_LEFT	11921	11943	QIAseq_87_RIGHT		
NC_045512.2	11829	12089	QIAseq_88_LEFT|QIAseq_88_RIGHT	11829	11854	QIAseq_88_LEFT	12067	12089	QIAseq_88_RIGHT		
NC_045512.2	11994	12235	QIAseq_89_LEFT|QIAseq_89_RIGHT	11994	12020	QIAseq_89_LEFT	12209	12235	QIAseq_89_RIGHT		
NC_045512.2	12130	12343	QIAseq_90_LEFT|QIAseq_90_RIGHT	12130	12153	QIAseq_90_LEFT	12320	12343	QIAseq_90_RIGHT		
NC_045512.2	12263	12473	QIAseq_91_LEFT|QIAseq_91_RIGHT	12263	12287	QIAseq_91_LEFT	12451	12473	QIAseq_91_RIGHT		
NC_045512.2	12352	12617	QIAseq_92-3_LEFT|QIAseq_92_RIGHT	12352	12377	QIAseq_92-3_LEFT	12588	12617	QIAseq_92_RIGHT		
NC_045512.2	12352	12633	QIAseq_92-3_LEFT|QIAseq_92-3_RIGHT	12352	12377	QIAseq_92-3_LEFT	12603	12633	QIAseq_92-3_RIGHT		
NC_045512.2	12352	12646	QIAseq_92-3_LEFT|QIAseq_92-2_RIGHT	12352	12377	QIAseq_92-3_LEFT	12620	12646	QIAseq_92-2_RIGHT		
NC_045512.2	12359	12617	QIAseq_92_LEFT|QIAseq_92_RIGHT	12359	12386	QIAseq_92_LEFT	12588	12617	QIAseq_92_RIGHT		
NC_045512.2	12359	12633	QIAseq_92_LEFT|QIAseq_92-3_RIGHT	12359	12386	QIAseq_92_LEFT	12603	12633	QIAseq_92-3_RIGHT		
NC_045512.2	12359	12646	QIAseq_92_LEFT|QIAseq_92-2_RIGHT	12359	12386	QIAseq_92_LEFT	12620	12646	QIAseq_92-2_RIGHT		
NC_045512.2	12371	12617	QIAseq_92-2_LEFT|QIAseq_92_RIGHT	12371	12397	QIAseq_92-2_LEFT	12588	12617	QIAseq_92_RIGHT		
NC_045512.2	12371	12633	QIAseq_92-2_LEFT|QIAseq_92-3_RIGHT	12371	12397	QIAseq_92-2_LEFT	12603	12633	QIAseq_92-3_RIGHT		
NC_045512.2	12371	12646	QIAseq_92-2_LEFT|QIAseq_92-2_RIGHT	12371	12397	QIAseq_92-2_LEFT	12620	12646	QIAseq_92-2_RIGHT		
NC_045512.2	12511	12732	QIAseq_93_LEFT|QIAseq_93_RIGHT	12511	12536	QIAseq_93_LEFT	12710	12732	QIAseq_93_RIGHT		
NC_045512.2	12650	12874	QIAseq_94_LEFT|QIAseq_94_RIGHT	12650	12672	QIAseq_94_LEFT	12851	12874	QIAseq_94_RIGHT		
NC_045512.2	12752	13019	QIAseq_95_LEFT|QIAseq_95_RIGHT	12752	12774	QIAseq_95_LEFT	12997	13019	QIAseq_95_RIGHT		
NC_045512.2	12898	13137	QIAseq_96_LEFT|QIAseq_96_RIGHT	12898	12923	QIAseq_96_LEFT	13115	13137	QIAseq_96_RIGHT		
NC_045512.2	13038	13274	QIAseq_97_LEFT|QIAseq_97_RIGHT	13038	13060	QIAseq_97_LEFT	13252	13274	QIAseq_97_RIGHT		
NC_045512.2	13166	13384	QIAseq_98_LEFT|QIAseq_98_RIGHT	13166	13188	QIAseq_98_LEFT	13362	13384	QIAseq_98_RIGHT		
NC_045512.2	13278	13549	QIAseq_99_LEFT|QIAseq_99_RIGHT	13278	13307	QIAseq_99_LEFT	13526	13549	QIAseq_99_RIGHT		
NC_045512.2	13439	13682	QIAseq_100_LEFT|QIAseq_100_RIGHT	13439	13461	QIAseq_100_LEFT	13656	13682	QIAseq_100_RIGHT		
NC_045512.2	13561	13824	QIAseq_101_LEFT|QIAseq_101_RIGHT	13561	13586	QIAseq_101_LEFT	13802	13824	QIAseq_101_RIGHT		
NC_045512.2	13701	13961	QIAseq_102_LEFT|QIAseq_102_RIGHT	13701	13728	QIAseq_102_LEFT	13934	13961	QIAseq_102_RIGHT		
NC_045512.2	13828	14102	QIAseq_103-2_LEFT|QIAseq_103_RIGHT	13828	13856	QIAseq_103-2_LEFT	14078	14102	QIAseq_103_RIGHT		
NC_045512.2	13833	14102	QIAseq_103_LEFT|QIAseq_103_RIGHT	13833	13859	QIAseq_103_LEFT	14078	14102	QIAseq_103_RIGHT		
NC_045512.2	13979	14231	QIAseq_104_LEFT|QIAseq_104_RIGHT	13979	14001	QIAseq_104_LEFT	14207	14231	QIAseq_104_RIGHT		
NC_045512.2	14102	14364	QIAseq_105_LEFT|QIAseq_105_RIGHT	14102	14124	QIAseq_105_LEFT	14340	14364	QIAseq_105_RIGHT		
NC_045512.2	14258	14500	QIAseq_106_LEFT|QIAseq_106_RIGHT	14258	14282	QIAseq_106_LEFT	14477	14500	QIAseq_106_RIGHT		
NC_045512.2	14381	14640	QIAseq_107_LEFT|QIAseq_107_RIGHT	14381	14407	QIAseq_107_LEFT	14618	14640	QIAseq_107_RIGHT		
NC_045512.2	14545	14786	QIAseq_108_LEFT|QIAseq_108_RIGHT	14545	14570	QIAseq_108_LEFT	14764	14786	QIAseq_108_RIGHT		
NC_045512.2	14660	14901	QIAseq_109_LEFT|QIAseq_109_RIGHT	14660	14684	QIAseq_109_LEFT	14879	14901	QIAseq_109_RIGHT		
NC_045512.2	14815	15027	QIAseq_110_LEFT|QIAseq_110_RIGHT	14815	14842	QIAseq_110_LEFT	15005	15027	QIAseq_110_RIGHT		
NC_045512.2	14911	15152	QIAseq_111_LEFT|QIAseq_111_RIGHT	14911	14933	QIAseq_111_LEFT	15124	15152	QIAseq_111_RIGHT		
NC_045512.2	15035	15287	QIAseq_112_LEFT|QIAseq_112_RIGHT	15035	15062	QIAseq_112_LEFT	15263	15287	QIAseq_112_RIGHT		
NC_045512.2	15170	15397	QIAseq_113_LEFT|QIAseq_113_RIGHT	15170	15192	QIAseq_113_LEFT	15375	15397	QIAseq_113_RIGHT		
NC_045512.2	15297	15557	QIAseq_114_LEFT|QIAseq_114_RIGHT	15297	15322	QIAseq_114_LEFT	15535	15557	QIAseq_114_RIGHT		
NC_045512.2	15438	15681	QIAseq_115_LEFT|QIAseq_115_RIGHT	15438	15460	QIAseq_115_LEFT	15656	15681	QIAseq_115_RIGHT		
NC_045512.2	15584	15843	QIAseq_116_LEFT|QIAseq_116_RIGHT	15584	15606	QIAseq_116_LEFT	15819	15843	QIAseq_116_RIGHT		
NC_045512.2	15714	15978	QIAseq_117_LEFT|QIAseq_117_RIGHT	15714	15736	QIAseq_117_LEFT	15956	15978	QIAseq_117_RIGHT		
NC_045512.2	15860	16093	QIAseq_118_LEFT|QIAseq_118_RIGHT	15860	15884	QIAseq_118_LEFT	16066	16093	QIAseq_118_RIGHT		
NC_045512.2	16007	16238	QIAseq_119_LEFT|QIAseq_119_RIGHT	16007	16029	QIAseq_119_LEFT	16216	16238	QIAseq_119_RIGHT		
NC_045512.2	16112	16352	QIAseq_120_LEFT|QIAseq_120_RIGHT	16112	16138	QIAseq_120_LEFT	16327	16352	QIAseq_120_RIGHT		
NC_045512.2	16242	16509	QIAseq_121_LEFT|QIAseq_121_RIGHT	16242	16264	QIAseq_121_LEFT	16484	16509	QIAseq_121_RIGHT		
NC_045512.2	16387	16651	QIAseq_122_LEFT|QIAseq_122_RIGHT	16387	16409	QIAseq_122_LEFT	16629	16651	QIAseq_122_RIGHT		
NC_045512.2	16558	16770	QIAseq_123_LEFT|QIAseq_123_RIGHT	16558	16581	QIAseq_123_LEFT	16748	16770	QIAseq_123_RIGHT		
NC_045512.2	16682	16892	QIAseq_124_LEFT|QIAseq_124_RIGHT	16682	16707	QIAseq_124_LEFT	16867	16892	QIAseq_124_RIGHT		
NC_045512.2	16782	17035	QIAseq_125_LEFT|QIAseq_125_RIGHT	16782	16809	QIAseq_125_LEFT	17008	17035	QIAseq_125_RIGHT		
NC_045512.2	16931	17173	QIAseq_126_LEFT|QIAseq_126_RIGHT	16931	16954	QIAseq_126_LEFT	17151	17173	QIAseq_126_RIGHT		
NC_045512.2	17062	17305	QIAseq_127_LEFT|QIAseq_127_RIGHT	17062	17085	QIAseq_127_LEFT	17276	17305	QIAseq_127_RIGHT		
NC_045512.2	17177	17420	QIAseq_128_LEFT|QIAseq_128_RIGHT	17177	17201	QIAseq_128_LEFT	17398	17420	QIAseq_128_RIGHT		
NC_045512.2	17315	17552	QIAseq_129_LEFT|QIAseq_129_RIGHT	17315	17337	QIAseq_129_LEFT	17530	17552	QIAseq_129_RIGHT		
NC_045512.2	17429	17697	QIAseq_130_LEFT|QIAseq_130_RIGHT	17429	17451	QIAseq_130_LEFT	17675	17697	QIAseq_130_RIGHT		
NC_045512.2	17570	17835	QIAseq_131_LEFT|QIAseq_131_RIGHT	17570	17593	QIAseq_131_LEFT	17812	17835	QIAseq_131_RIGHT		
NC_045512.2	17706	17949	QIAseq_132_LEFT|QIAseq_132_RIGHT	17706	17729	QIAseq_132_LEFT	17925	17949	QIAseq_132_RIGHT		
NC_045512.2	17865	18110	QIAseq_133_LEFT|QIAseq_133_RIGHT	17865	17892	QIAseq_133_LEFT	18088	18110	QIAseq_133_RIGHT		
NC_045512.2	17966	18205	QIAseq_134_LEFT|QIAseq_134_RIGHT	17966	17993	QIAseq_134_LEFT	18179	18205	QIAseq_134_RIGHT		
NC_045512.2	18143	18357	QIAseq_135_LEFT|QIAseq_135_RIGHT	18143	18169	QIAseq_135_LEFT	18332	18357	QIAseq_135_RIGHT		
NC_045512.2	18250	18464	QIAseq_136_LEFT|QIAseq_136_RIGHT	18250	18272	QIAseq_136_LEFT	18442	18464	QIAseq_136_RIGHT		
NC_045512.2	18378	18614	QIAseq_137_LEFT|QIAseq_137_RIGHT	18378	18402	QIAseq_137_LEFT	18592	18614	QIAseq_137_RIGHT		
NC_045512.2	18506	18737	QIAseq_138_LEFT|QIAseq_138_RIGHT	18506	18529	QIAseq_138_LEFT	18712	18737	QIAseq_138_RIGHT		
NC_045512.2	18650	18876	QIAseq_139_LEFT|QIAseq_139_RIGHT	18650	18672	QIAseq_139_LEFT	18852	18876	QIAseq_139_RIGHT		
NC_045512.2	18773	18987	QIAseq_140_LEFT|QIAseq_140_RIGHT	18773	18797	QIAseq_140_LEFT	18962	18987	QIAseq_140_RIGHT		
NC_045512.2	18879	19114	QIAseq_141_LEFT|QIAseq_141_RIGHT	18879	18901	QIAseq_141_LEFT	19092	19114	QIAseq_141_RIGHT		
NC_045512.2	19016	19255	QIAseq_142_LEFT|QIAseq_142_RIGHT	19016	19038	QIAseq_142_LEFT	19229	19255	QIAseq_142_RIGHT		
NC_045512.2	19131	19388	QIAseq_143-2_LEFT|QIAseq_143-3_RIGHT	19131	19161	QIAseq_143-2_LEFT	19358	19388	QIAseq_143-3_RIGHT		
NC_045512.2	19131	19398	QIAseq_143-2_LEFT|QIAseq_143_RIGHT	19131	19161	QIAseq_143-2_LEFT	19372	19398	QIAseq_143_RIGHT		
NC_045512.2	19131	19417	QIAseq_143-2_LEFT|QIAseq_143-2_RIGHT	19131	19161	QIAseq_143-2_LEFT	19391	19417	QIAseq_143-2_RIGHT		
NC_045512.2	19149	19388	QIAseq_143_LEFT|QIAseq_143-3_RIGHT	19149	19173	QIAseq_143_LEFT	19358	19388	QIAseq_143-3_RIGHT		
NC_045512.2	19149	19398	QIAseq_143_LEFT|QIAseq_143_RIGHT	19149	19173	QIAseq_143_LEFT	19372	19398	QIAseq_143_RIGHT		
NC_045512.2	19149	19417	QIAseq_143_LEFT|QIAseq_143-2_RIGHT	19149	19173	QIAseq_143_LEFT	19391	19417	QIAseq_143-2_RIGHT		
NC_045512.2	19171	19388	QIAseq_143-3_LEFT|QIAseq_143-3_RIGHT	19171	19195	QIAseq_143-3_LEFT	19358	19388	QIAseq_143-3_RIGHT		
NC_045512.2	19171	19398	QIAseq_143-3_LEFT|QIAseq_143_RIGHT	19171	19195	QIAseq_143-3_LEFT	19372	19398	QIAseq_143_RIGHT		
NC_045512.2	19171	19417	QIAseq_143-3_LEFT|QIAseq_143-2_RIGHT	19171	19195	QIAseq_143-3_LEFT	19391	19417	QIAseq_143-2_RIGHT		
NC_045512.2	19273	19530	QIAseq_144_LEFT|QIAseq_144_RIGHT	19273	19295	QIAseq_144_LEFT	19505	19530	QIAseq_144_RIGHT		
NC_045512.2	19432	19673	QIAseq_145_LEFT|QIAseq_145_RIGHT	19432	19456	QIAseq_145_LEFT	19646	19673	QIAseq_145_RIGHT		
NC_045512.2	19550	19810	QIAseq_146_LEFT|QIAseq_146_RIGHT	19550	19573	QIAseq_146_LEFT	19788	19810	QIAseq_146_RIGHT		
NC_045512.2	19714	19953	QIAseq_147_LEFT|QIAseq_147_RIGHT	19714	19739	QIAseq_147_LEFT	19930	19953	QIAseq_147_RIGHT		
NC_045512.2	19844	20095	QIAseq_148_LEFT|QIAseq_148_RIGHT	19844	19867	QIAseq_148_LEFT	20072	20095	QIAseq_148_RIGHT		
NC_045512.2	19966	20214	QIAseq_149_LEFT|QIAseq_149_RIGHT	19966	19988	QIAseq_149_LEFT	20186	20214	QIAseq_149_RIGHT		
NC_045512.2	20109	20366	QIAseq_150_LEFT|QIAseq_150_RIGHT	20109	20133	QIAseq_150_LEFT	20340	20366	QIAseq_150_RIGHT		
NC_045512.2	20267	20482	QIAseq_151_LEFT|QIAseq_151_RIGHT	20267	20292	QIAseq_151_LEFT	20460	20482	QIAseq_151_RIGHT		
NC_045512.2	20378	20632	QIAseq_152_LEFT|QIAseq_152_RIGHT	20378	20405	QIAseq_152_LEFT	20609	20632	QIAseq_152_RIGHT		
NC_045512.2	20541	20737	QIAseq_153_LEFT|QIAseq_153-3_RIGHT	20541	20570	QIAseq_153_LEFT	20709	20737	QIAseq_153-3_RIGHT		
NC_045512.2	20541	20751	QIAseq_153_LEFT|QIAseq_153-2_RIGHT	20541	20570	QIAseq_153_LEFT	20724	20751	QIAseq_153-2_RIGHT		
NC_045512.2	20541	20775	QIAseq_153_LEFT|QIAseq_153_RIGHT	20541	20570	QIAseq_153_LEFT	20749	20775	QIAseq_153_RIGHT		
NC_045512.2	20554	20737	QIAseq_153-2_LEFT|QIAseq_153-3_RIGHT	20554	20581	QIAseq_153-2_LEFT	20709	20737	QIAseq_153-3_RIGHT		
NC_045512.2	20554	20751	QIAseq_153-2_LEFT|QIAseq_153-2_RIGHT	20554	20581	QIAseq_153-2_LEFT	20724	20751	QIAseq_153-2_RIGHT		
NC_045512.2	20554	20775	QIAseq_153-2_LEFT|QIAseq_153_RIGHT	20554	20581	QIAseq_153-2_LEFT	20749	20775	QIAseq_153_RIGHT		
NC_045512.2	20654	20912	QIAseq_154_LEFT|QIAseq_154_RIGHT	20654	20676	QIAseq_154_LEFT	20890	20912	QIAseq_154_RIGHT		
NC_045512.2	20786	21037	QIAseq_155_LEFT|QIAseq_155_RIGHT	20786	20811	QIAseq_155_LEFT	21008	21037	QIAseq_155_RIGHT		
NC_045512.2	20932	21169	QIAseq_156_LEFT|QIAseq_156_RIGHT	20932	20954	QIAseq_156_LEFT	21147	21169	QIAseq_156_RIGHT		
NC_045512.2	21042	21308	QIAseq_157_LEFT|QIAseq_157_RIGHT	21042	21069	QIAseq_157_LEFT	21286	21308	QIAseq_157_RIGHT		
NC_045512.2	21200	21443	QIAseq_158_LEFT|QIAseq_158_RIGHT	21200	21222	QIAseq_158_LEFT	21420	21443	QIAseq_158_RIGHT		
NC_045512.2	21314	21562	QIAseq_159_LEFT|QIAseq_159_RIGHT	21314	21338	QIAseq_159_LEFT	21534	21562	QIAseq_159_RIGHT		
NC_045512.2	21314	21593	QIAseq_159_LEFT|QIAseq_159-3_RIGHT	21314	21338	QIAseq_159_LEFT	21564	21593	QIAseq_159-3_RIGHT		
NC_045512.2	21330	21562	QIAseq_159-2_LEFT|QIAseq_159_RIGHT	21330	21359	QIAseq_159-2_LEFT	21534	21562	QIAseq_159_RIGHT		
NC_045512.2	21330	21593	QIAseq_159-2_LEFT|QIAseq_159-3_RIGHT	21330	21359	QIAseq_159-2_LEFT	21564	21593	QIAseq_159-3_RIGHT		
NC_045512.2	21349	21562	QIAseq_159-3_LEFT|QIAseq_159_RIGHT	21349	21375	QIAseq_159-3_LEFT	21534	21562	QIAseq_159_RIGHT		
NC_045512.2	21349	21593	QIAseq_159-3_LEFT|QIAseq_159-3_RIGHT	21349	21375	QIAseq_159-3_LEFT	21564	21593	QIAseq_159-3_RIGHT		
NC_045512.2	21490	21733	QIAseq_160-2_LEFT|QIAseq_160_RIGHT	21490	21523	QIAseq_160-2_LEFT	21709	21733	QIAseq_160_RIGHT		
NC_045512.2	21490	21752	QIAseq_160-2_LEFT|QIAseq_160-2_RIGHT	21490	21523	QIAseq_160-2_LEFT	21723	21752	QIAseq_160-2_RIGHT		
NC_045512.2	21490	21767	QIAseq_160-2_LEFT|QIAseq_160-3_RIGHT	21490	21523	QIAseq_160-2_LEFT	21741	21767	QIAseq_160-3_RIGHT		
NC_045512.2	21515	21733	QIAseq_160-3_LEFT|QIAseq_160_RIGHT	21515	21544	QIAseq_160-3_LEFT	21709	21733	QIAseq_160_RIGHT		
NC_045512.2	21515	21752	QIAseq_160-3_LEFT|QIAseq_160-2_RIGHT	21515	21544	QIAseq_160-3_LEFT	21723	21752	QIAseq_160-2_RIGHT		
NC_045512.2	21515	21767	QIAseq_160-3_LEFT|QIAseq_160-3_RIGHT	21515	21544	QIAseq_160-3_LEFT	21741	21767	QIAseq_160-3_RIGHT		
NC_045512.2	21604	21860	QIAseq_161-4_LEFT|QIAseq_161_RIGHT	21604	21630	QIAseq_161-4_LEFT	21837	21860	QIAseq_161_RIGHT		
NC_045512.2	21616	21860	QIAseq_161_LEFT|QIAseq_161_RIGHT	21616	21639	QIAseq_161_LEFT	21837	21860	QIAseq_161_RIGHT		
NC_045512.2	21639	21860	QIAseq_161-2_LEFT|QIAseq_161_RIGHT	21639	21664	QIAseq_161-2_LEFT	21837	21860	QIAseq_161_RIGHT		
NC_045512.2	21651	21860	QIAseq_161-3_LEFT|QIAseq_161_RIGHT	21651	21676	QIAseq_161-3_LEFT	21837	21860	QIAseq_161_RIGHT		
NC_045512.2	21778	21998	QIAseq_162-3_LEFT|QIAseq_162-2_RIGHT	21778	21805	QIAseq_162-3_LEFT	21971	21998	QIAseq_162-2_RIGHT		
NC_045512.2	21778	22038	QIAseq_162-3_LEFT|QIAseq_162-4_RIGHT	21778	21805	QIAseq_162-3_LEFT	22013	22038	QIAseq_162-4_RIGHT		
NC_045512.2	21778	22038	QIAseq_162-3_LEFT|QIAseq_162_RIGHT	21778	21805	QIAseq_162-3_LEFT	22013	22038	QIAseq_162-4_RIGHT		
NC_045512.2	21778	22051	QIAseq_162-3_LEFT|QIAseq_162-3_RIGHT	21778	21805	QIAseq_162-3_LEFT	22026	22051	QIAseq_162-3_RIGHT		
NC_045512.2	21797	21998	QIAseq_162-2_LEFT|QIAseq_162-2_RIGHT	21797	21824	QIAseq_162-2_LEFT	21971	21998	QIAseq_162-2_RIGHT		
NC_045512.2	21797	22038	QIAseq_162-2_LEFT|QIAseq_162-4_RIGHT	21797	21824	QIAseq_162-2_LEFT	22013	22038	QIAseq_162-4_RIGHT		
NC_045512.2	21797	22038	QIAseq_162-2_LEFT|QIAseq_162_RIGHT	21797	21824	QIAseq_162-2_LEFT	22013	22038	QIAseq_162-4_RIGHT		
NC_045512.2	21797	22051	QIAseq_162-2_LEFT|QIAseq_162-3_RIGHT	21797	21824	QIAseq_162-2_LEFT	22026	22051	QIAseq_162-3_RIGHT		
NC_045512.2	21842	21998	QIAseq_162-4_LEFT|QIAseq_162-2_RIGHT	21842	21870	QIAseq_162-4_LEFT	21971	21998	QIAseq_162-2_RIGHT		
NC_045512.2	21842	22038	QIAseq_162-4_LEFT|QIAseq_162-4_RIGHT	21842	21870	QIAseq_162-4_LEFT	22013	22038	QIAseq_162-4_RIGHT		
NC_045512.2	21842	22038	QIAseq_162-4_LEFT|QIAseq_162_RIGHT	21842	21870	QIAseq_162-4_LEFT	22013	22038	QIAseq_162-4_RIGHT		
NC_045512.2	21842	22051	QIAseq_162-4_LEFT|QIAseq_162-3_RIGHT	21842	21870	QIAseq_162-4_LEFT	22026	22051	QIAseq_162-3_RIGHT		
NC_045512.2	21872	22131	QIAseq_163-2_LEFT|QIAseq_163-2_RIGHT	21872	21902	QIAseq_163-2_LEFT	22102	22131	QIAseq_163-2_RIGHT		
NC_045512.2	21872	22138	QIAseq_163-2_LEFT|QIAseq_163-3_RIGHT	21872	21902	QIAseq_163-2_LEFT	22108	22138	QIAseq_163-3_RIGHT		
NC_045512.2	21872	22159	QIAseq_163-2_LEFT|QIAseq_163_RIGHT	21872	21902	QIAseq_163-2_LEFT	22129	22159	QIAseq_163_RIGHT		
NC_045512.2	21898	22131	QIAseq_163_LEFT|QIAseq_163-2_RIGHT	21898	21924	QIAseq_163_LEFT	22102	22131	QIAseq_163-2_RIGHT		
NC_045512.2	21898	22138	QIAseq_163_LEFT|QIAseq_163-3_RIGHT	21898	21924	QIAseq_163_LEFT	22108	22138	QIAseq_163-3_RIGHT		
NC_045512.2	21898	22159	QIAseq_163_LEFT|QIAseq_163_RIGHT	21898	21924	QIAseq_163_LEFT	22129	22159	QIAseq_163_RIGHT		
NC_045512.2	21927	22131	QIAseq_163-3_LEFT|QIAseq_163-2_RIGHT	21927	21956	QIAseq_163-3_LEFT	22102	22131	QIAseq_163-2_RIGHT		
NC_045512.2	21927	22138	QIAseq_163-3_LEFT|QIAseq_163-3_RIGHT	21927	21956	QIAseq_163-3_LEFT	22108	22138	QIAseq_163-3_RIGHT		
NC_045512.2	21927	22159	QIAseq_163-3_LEFT|QIAseq_163_RIGHT	21927	21956	QIAseq_163-3_LEFT	22129	22159	QIAseq_163_RIGHT		
NC_045512.2	22071	22291	QIAseq_164_LEFT|QIAseq_164_RIGHT	22071	22096	QIAseq_164_LEFT	22265	22291	QIAseq_164_RIGHT		
NC_045512.2	22157	22431	QIAseq_165-2_LEFT|QIAseq_165_RIGHT	22157	22188	QIAseq_165-2_LEFT	22407	22431	QIAseq_165_RIGHT		
NC_045512.2	22195	22431	QIAseq_165_LEFT|QIAseq_165_RIGHT	22195	22217	QIAseq_165_LEFT	22407	22431	QIAseq_165_RIGHT		
NC_045512.2	22310	22543	QIAseq_166_LEFT|QIAseq_166_RIGHT	22310	22333	QIAseq_166_LEFT	22517	22543	QIAseq_166_RIGHT		
NC_045512.2	22444	22697	QIAseq_167_LEFT|QIAseq_167_RIGHT	22444	22469	QIAseq_167_LEFT	22670	22697	QIAseq_167_RIGHT		
NC_045512.2	22444	22731	QIAseq_167_LEFT|QIAseq_167-2_RIGHT	22444	22469	QIAseq_167_LEFT	22700	22731	QIAseq_167-2_RIGHT		
NC_045512.2	22587	22818	QIAseq_168_LEFT|QIAseq_168_RIGHT	22587	22609	QIAseq_168_LEFT	22796	22818	QIAseq_168_RIGHT		
NC_045512.2	22709	22944	QIAseq_169-2_LEFT|QIAseq_169-2_RIGHT	22709	22740	QIAseq_169-2_LEFT	22914	22944	QIAseq_169-2_RIGHT		
NC_045512.2	22709	22958	QIAseq_169-2_LEFT|QIAseq_169_RIGHT	22709	22740	QIAseq_169-2_LEFT	22930	22958	QIAseq_169_RIGHT		
NC_045512.2	22709	22973	QIAseq_169-2_LEFT|QIAseq_169-3_RIGHT	22709	22740	QIAseq_169-2_LEFT	22944	22973	QIAseq_169-3_RIGHT		
NC_045512.2	22728	22944	QIAseq_169_LEFT|QIAseq_169-2_RIGHT	22728	22756	QIAseq_169_LEFT	22914	22944	QIAseq_169-2_RIGHT		
NC_045512.2	22728	22958	QIAseq_169_LEFT|QIAseq_169_RIGHT	22728	22756	QIAseq_169_LEFT	22930	22958	QIAseq_169_RIGHT		
NC_045512.2	22728	22973	QIAseq_169_LEFT|QIAseq_169-3_RIGHT	22728	22756	QIAseq_169_LEFT	22944	22973	QIAseq_169-3_RIGHT		
NC_045512.2	22746	22944	QIAseq_169-3_LEFT|QIAseq_169-2_RIGHT	22746	22775	QIAseq_169-3_LEFT	22914	22944	QIAseq_169-2_RIGHT		
NC_045512.2	22746	22958	QIAseq_169-3_LEFT|QIAseq_169_RIGHT	22746	22775	QIAseq_169-3_LEFT	22930	22958	QIAseq_169_RIGHT		
NC_045512.2	22746	22973	QIAseq_169-3_LEFT|QIAseq_169-3_RIGHT	22746	22775	QIAseq_169-3_LEFT	22944	22973	QIAseq_169-3_RIGHT		
NC_045512.2	22850	23102	QIAseq_170_LEFT|QIAseq_170_RIGHT	22850	22872	QIAseq_170_LEFT	23075	23102	QIAseq_170_RIGHT		
NC_045512.2	22850	23117	QIAseq_170_LEFT|QIAseq_170-2_RIGHT	22850	22872	QIAseq_170_LEFT	23081	23117	QIAseq_170-2_RIGHT		
